title;budget;genres;original_language;release_date;revenue;runtime;vote_average;vote_count
Girl with Green Eyes;0;Drama | Romance | Foreign;en;1964-05-01;0;91;7.5;2
Old Shatterhand;0;Adventure | Western;de;1964-04-30;0;122;5.8;17
Mothra vs. Godzilla;0;Fantasy | Science Fiction | Action | Adventure;ja;1964-04-29;0;89;6.4;38
Oh, Bomb!;0;Music | Comedy | Action | Crime;ja;1964-04-18;0;95;10.0;1
Charulata;0;Drama | Romance;bn;1964-04-17;0;117;7.2;26
Black Peter;0;Drama | Comedy;cs;1964-04-16;0;85;7.3;10
Hercules Against the Barbarians;0;;en;1964-04-16;0;96;6.0;2
A Tiger Walks;0;Drama | Family;en;1964-04-12;0;91;7.0;2
The Evil of Frankenstein;0;Horror | Science Fiction;en;1964-04-08;0;86;6.5;26
633 Squadron;0;Action | Drama | History | War;en;1964-04-06;0;102;5.3;16
The Chalk Garden;0;Drama | Mystery;en;1964-04-02;0;105;5.5;11
The Incredible Mr. Limpet;0;Animation | Comedy | Family | Fantasy | Science Fiction;en;1964-03-28;0;99;6.4;38
Temple of the White Elephant;0;Action | Adventure | Drama;it;1964-03-28;0;85;0.0;0
Muscle Beach Party;0;Comedy;en;1964-03-25;0;94;6.1;13
The Fall of the Roman Empire;19000000;War | Drama | History;en;1964-03-24;4750000;188;6.0;34
Two Thousand Maniacs!;65000;Horror;en;1964-03-20;0;87;6.2;30
The World of Henry Orient;0;Comedy | Drama | Romance;en;1964-03-19;0;106;6.7;8
7 Faces of Dr. Lao;0;Drama | Family | Fantasy | Mystery | Western;en;1964-03-18;0;100;6.9;21
The Flesh Eaters;0;Horror | Science Fiction;en;1964-03-18;0;87;6.3;11
Blow Job;0;;en;1964-03-16;0;35;3.8;12
Zatôichi and the Chest of Gold;0;Action | Drama;ja;1964-03-14;0;83;6.6;11
Ken;0;;ja;1964-03-14;0;94;9.0;2
Blood and Black Lace;0;Horror | Mystery | Thriller;it;1964-03-13;0;88;7.3;53
Black God, White Devil;0;Adventure | Crime | Drama | Western;pt;1964-03-13;0;120;6.8;24
Becket;0;Drama | History;en;1964-03-11;0;148;7.2;45
Nothing But the Best;0;Comedy;en;1964-03-10;0;99;5.0;1
The Leather Boys;0;Drama;en;1964-03-08;0;108;6.8;5
Paris When It Sizzles;0;Comedy | Romance;en;1964-03-01;0;110;6.3;44
Murder Most Foul;0;Drama | Thriller | Crime | Mystery | Comedy;en;1964-03-01;0;90;6.7;22
Pale Flower;0;Thriller | Action | Drama;ja;1964-03-01;0;96;6.6;21
Castle of Blood;0;Horror;en;1964-02-27;0;87;7.5;11
The Umbrellas of Cherbourg;0;Drama | Romance;fr;1964-02-19;0;91;7.6;119
Dead Ringer;0;Crime | Drama | Thriller;en;1964-02-19;0;115;6.9;22
Woman in the Dunes;0;Drama | Thriller;ja;1964-02-15;0;147;8.1;88
Dr. Crippen;0;Drama | Comedy | Crime;en;1964-02-14;0;98;6.0;2
Seven Days in May;0;Drama | Thriller;en;1964-02-12;0;118;6.9;48
The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?;0;Horror;en;1964-02-10;0;82;2.7;15
That Man from Rio;0;Action | Adventure | Comedy;fr;1964-02-05;0;110;7.1;32
Seduced and Abandoned;0;Drama | Comedy;it;1964-01-30;0;115;6.8;16
Dr. Strangelove or - How I Learned to Stop Worrying and Love the Bomb;1800000;Drama | Comedy | War;en;1964-01-29;9440272;95;8.0;1472
Children of the Damned;0;Science Fiction | Thriller;en;1964-01-29;0;90;5.9;24
Strait-Jacket;0;Drama | Horror | Thriller;en;1964-01-19;0;93;6.3;23
Yearning;0;Drama;ja;1964-01-15;0;98;8.2;6
Point of Order!;0;Documentary;en;1964-01-14;0;97;5.0;1
Black Wind;0;Adventure | Drama;es;1964-01-02;0;127;7.3;3
Lady in a Cage;0;Drama | Mystery | Thriller;en;1964-01-01;0;94;6.6;16
Black Like Me;0;Drama;en;1964-01-01;0;105;0.0;0
The Moon-Spinners;0;Mystery | Family | Thriller | Romance;en;1964-01-01;0;118;6.2;10
Bedtime Story;0;Comedy;en;1964-01-01;0;99;5.8;6
All These Women;0;Comedy;sv;1964-01-01;0;80;5.7;8
One Potato, Two Potato;0;Drama;en;1964-01-01;0;83;5.3;4
White Mountains;0;Drama;ru;1964-01-01;0;63;5.0;1
Angelique;0;Adventure | Romance | History;fr;1964-01-01;0;117;7.0;30
The Starfighters;0;;en;1964-01-01;0;78;1.2;5
The Creeping Terror;0;Horror | Science Fiction;en;1964-01-01;0;77;2.1;7
Sallah;0;Comedy;he;1964-01-01;0;110;7.4;4
Raiders from Beneath the Sea;0;Drama;en;1964-01-01;0;73;0.0;0
The Father of a Soldier;0;Drama | War;en;1964-01-01;0;83;6.8;9
To Trap a Spy;0;Adventure;en;1964-01-01;0;92;8.0;2
Ride the Wild Surf;0;Comedy;en;1964-01-01;0;101;4.6;6
On the Road - A Document;0;;en;1964-01-01;0;54;0.0;0
Courage for Every Day;0;Drama;cs;1964-01-01;0;85;5.0;2
Miss Director;0;;en;1964-01-01;0;96;7.1;5
A Tale of Lost Times;0;Fantasy | Comedy | Family;ru;1964-01-01;0;76;6.3;9
Teen-Age Strangler;0;Horror | Thriller;en;1964-01-01;0;61;5.0;2
Kiss;0;Documentary;en;1963-12-31;0;55;6.2;5
Current;0;;hu;1963-12-30;0;81;6.7;3
Ninja 3 - Goemon Will Never Die!;0;;ja;1963-12-28;0;86;8.0;1
Act One;0;Drama;en;1963-12-26;0;110;5.5;3
The Sword in the Stone;3000000;Animation | Family;en;1963-12-25;22182353;79;6.9;935
4 for Texas;0;Comedy | Western;en;1963-12-25;0;124;4.6;16
Love with the Proper Stranger;0;Comedy | Drama | Romance;en;1963-12-25;0;102;6.2;17
The Teacher from Vigevano;0;Drama | Comedy;it;1963-12-24;0;105;6.0;1
Ladybug Ladybug;0;Drama;en;1963-12-23;0;82;6.6;5
Atragon;0;Foreign | Science Fiction;ja;1963-12-22;0;96;5.3;5
Move Over, Darling;0;Comedy | Romance;en;1963-12-19;0;103;5.9;20
Kings of the Sun;0;Action | Adventure | Western;en;1963-12-18;0;108;5.1;12
Dry Summer;0;Drama;tr;1963-12-16;0;90;7.5;4
America America;0;Drama | History;en;1963-12-15;0;174;5.8;18
Samson and the Slave Queen;0;Action | Adventure | Drama;it;1963-12-13;0;86;0.0;0
The Cardinal;0;Drama | History | War;en;1963-12-12;0;175;6.6;9
The Three Lives of Thomasina;0;Fantasy | Drama | Thriller | Science Fiction | Mystery | Family;en;1963-12-11;0;97;6.8;12
The Thirteen Assassins;6;Adventure | Action;ja;1963-12-07;0;141;7.8;8
Dr. Syn, Alias the Scarecrow;0;Adventure | Family;en;1963-12-06;0;98;8.0;2
Charade;4000000;Comedy | Mystery | Romance | Thriller;en;1963-12-05;13474588;113;7.7;351
Judex;0;Action | Crime | Drama;fr;1963-12-04;0;104;6.6;18
The Empty Canvas;0;Drama;en;1963-12-04;0;105;7.0;2
Goliath and the Sins of Babylon;0;Adventure;it;1963-12-03;0;92;5.5;1
The Red Lanterns;0;Drama;el;1963-12-02;0;132;8.3;4
Zatôichi on the Road;0;Action | Adventure | Drama;ja;1963-11-30;0;85;7.5;11
The Green Years;0;Drama;pt;1963-11-29;0;91;6.3;7
Hercules Against the Mongols;0;Adventure | Drama | Action;en;1963-11-29;0;90;6.5;2
Crooks in Clover;0;Action | Comedy | Crime;fr;1963-11-27;0;105;7.8;96
Soldier In The Rain;0;Comedy | Drama;en;1963-11-27;0;88;5.7;7
Kanto Wanderer;0;Crime | Drama;ja;1963-11-23;0;92;5.5;4
The Victors;0;Drama | War;en;1963-11-22;0;175;8.2;6
The Incredible Journey;0;Adventure | Family;en;1963-11-20;0;80;6.3;22
Pouic-Pouic;0;Comedy;fr;1963-11-20;0;86;6.1;21
The Insect Woman;0;Drama;ja;1963-11-16;0;123;7.5;14
McLintock!;0;Western;en;1963-11-13;0;127;6.2;54
Sunday in New York;0;Romance | Comedy;en;1963-11-13;0;105;5.3;10
Twilight of Honor;0;Drama;en;1963-11-13;0;115;0.0;0
Chair de poule;0;Crime | Drama;fr;1963-11-13;0;107;6.1;4
Throbs at the Desk;0;Romance | Comedy;el;1963-11-11;0;114;7.0;2
The Servant;0;Drama;en;1963-11-01;0;116;7.3;48
Carry On Jack;0;Comedy;en;1963-11-01;0;87;6.1;20
The Old Dark House;0;Comedy | Horror | Mystery;en;1963-10-30;0;86;5.7;10
The Monsters;0;Comedy;it;1963-10-26;0;115;7.4;19
Under the Yum-Yum Tree;0;Comedy | Drama | Romance;en;1963-10-23;0;110;6.0;6
The Organizer;0;Crime | Drama;it;1963-10-23;0;130;7.7;13
Contempt;900000;Drama;fr;1963-10-21;528428;103;7.5;138
Crisis - Behind a Presidential Commitment;0;Documentary;en;1963-10-21;0;52;7.8;4
The Householder;0;Drama;en;1963-10-20;0;100;0.0;0
The Fire Within;0;Drama;fr;1963-10-14;0;108;7.4;38
The Comedy of Terrors;0;Comedy | Horror;en;1963-10-14;0;84;6.4;25
From Russia with Love;2000000;Action | Thriller | Adventure;en;1963-10-11;78898765;115;6.9;773
A New Kind of Love;0;Comedy | Romance;en;1963-10-10;0;110;6.5;2
Hands Over the City;0;Drama;it;1963-10-09;0;105;6.5;10
Muriel, or the Time of Return;0;Drama;fr;1963-10-08;0;115;7.0;17
In the Midst of Life;0;Drama | War;en;1963-10-08;0;95;7.0;1
Tom Jones;1000000;Adventure | Comedy | History | Romance;en;1963-10-06;37600000;128;6.1;40
Man in the Middle;0;War;en;1963-10-01;0;93;6.6;5
Johnny Cool;0;Action | Thriller;fr;1963-10-01;0;103;6.0;3
The Big City;0;Drama;bn;1963-09-27;0;131;8.0;16
Dementia 13;30000;Horror | Thriller;en;1963-09-25;0;75;5.4;24
The Boom;0;Comedy;it;1963-09-24;0;97;5.5;4
Torpedo Bay;0;War;it;1963-09-21;0;99;0.0;0
Passenger;0;Drama | War;pl;1963-09-20;0;62;6.3;8
X - The Man with the X-Ray Eyes;0;Horror | Science Fiction | Thriller;en;1963-09-18;0;79;6.4;46
Shock Corridor;0;Drama | Mystery | Thriller;en;1963-09-11;0;101;6.5;62
The Kiss of the Vampire;0;Horror;en;1963-09-11;0;88;6.7;20
13 Frightened Girls;0;Adventure | Comedy | Thriller;en;1963-09-11;0;89;6.2;7
The Crawling Hand;100000;Horror | Science Fiction;en;1963-09-04;0;89;2.4;7
A tiro limpio;0;Crime;en;1963-09-02;0;96;5.0;1
Monstrosity;0;Horror | Science Fiction;en;1963-09-01;0;64;2.3;10
Twice-Told Tales;0;Horror | Mystery | Romance | Science Fiction;en;1963-09-01;0;120;6.6;13
The Whip and the Body;66500;Mystery | Horror;en;1963-08-29;0;87;6.2;25
Wives and Lovers;0;;en;1963-08-29;0;104;8.0;1
The Haunted Palace;0;Horror;en;1963-08-27;0;87;6.4;31
Black Sabbath;0;Horror;it;1963-08-22;0;92;6.9;72
Barren Lives;0;Drama | Foreign | Romance;pt;1963-08-22;0;115;6.4;17
The Caretakers;0;Drama;en;1963-08-21;0;97;0.0;0
A Ticklish Affair;0;Romance | Comedy;en;1963-08-18;0;88;10.0;1
The Virgin of Nuremberg;0;War | Horror;it;1963-08-15;0;83;6.2;11
Matango - Attack of the Mushroom People;0;Science Fiction | Fantasy | Horror;ja;1963-08-11;0;89;6.1;17
Zatôichi the Fugitive;0;Drama | Adventure | Action;ja;1963-08-10;0;86;7.2;13
Beach Party;0;Comedy | Music;en;1963-08-07;0;101;6.8;14
Ninja 2;0;Action;ja;1963-08-06;0;93;6.3;4
Doctor in Distress;0;Comedy;en;1963-07-30;0;102;6.6;6
Icarus XB 1;0;Science Fiction;cs;1963-07-26;0;83;6.7;16
Hitler - Never Heard of Him;0;Documentary;fr;1963-07-25;0;95;8.5;2
The Thrill of It All;0;Comedy | Romance;en;1963-07-17;0;108;7.0;11
Three Plus Two;0;Comedy | Romance;ru;1963-07-03;0;100;7.4;8
Hollywood Without Make-Up;0;Documentary;en;1963-07-01;0;50;6.0;1
A Gathering of Eagles;0;Drama | Romance;en;1963-06-21;0;115;6.4;7
The Great Escape;4000000;Adventure | Drama | History | Thriller | War;en;1963-06-20;11744471;172;7.8;731
PT 109;0;Drama | War;en;1963-06-19;0;140;6.0;3
Tis kakomoiras;0;Comedy;el;1963-06-18;0;96;7.9;8
The Terror;0;Horror | Thriller;en;1963-06-17;0;81;5.0;26
Call Me Bwana;0;Comedy;en;1963-06-14;0;102;7.0;1
Island of Love;0;Comedy;en;1963-06-12;0;113;7.5;1
Blood Feast;24500;Horror;en;1963-06-06;4000000;67;5.3;26
The Blancheville Monster;0;;en;1963-06-06;0;87;4.3;4
The Alive and the Dead;0;War | Drama;en;1963-06-06;0;201;5.0;1
Billy Liar;0;Romance | Comedy | Drama;en;1963-06-05;0;93;6.7;34
Come Blow Your Horn;0;Drama | Comedy | Romance;en;1963-06-05;0;112;5.0;3
Irma la Douce;0;Comedy | Romance;en;1963-06-04;0;135;7.1;74
Lilies of the Field;0;Comedy | Drama;en;1963-06-04;0;94;6.7;29
Carry On Cabby;0;Comedy;en;1963-06-01;0;91;7.1;21
Le Joli Mai;0;Documentary;fr;1963-06-01;0;165;8.6;5
Les Carabiniers;0;Comedy | Drama | War;fr;1963-05-31;0;85;6.2;7
Il successo;0;Comedy;it;1963-05-30;0;106;7.0;2
Scarlet Eye;0;Crime | Adventure;de;1963-05-30;0;82;5.0;1
Hud;2500000;Action | Drama | Western;en;1963-05-29;10000000;112;7.4;69
The List of Adrian Messenger;0;Crime | Mystery;en;1963-05-29;0;94;6.6;14
Strip-Tease;0;;fr;1963-05-29;0;95;0.0;0
Tammy and the Doctor;0;Comedy | Romance;en;1963-05-29;0;88;4.8;3
Heavens Above!;0;Comedy;en;1963-05-20;0;118;6.5;5
The Fiances;0;Drama | Romance | Foreign;it;1963-05-16;0;77;6.0;9
55 Days at Peking;17000000;Action | Drama | History;en;1963-05-06;10000000;154;6.5;38
Kingdom of Crooked Mirrors;0;Adventure | Family | Fantasy;ru;1963-05-05;0;80;6.0;9
Golden Mouth;0;;en;1963-05-03;0;100;0.0;0
The V.I.P.s;0;Drama | Romance;en;1963-05-01;0;119;5.4;13
Nine Hours to Rama;0;History | Drama;en;1963-04-30;0;119;0.0;0
Flaming Creatures;300;Drama;en;1963-04-29;0;45;5.4;10
Love Is a Ball;0;Comedy | Romance;en;1963-04-24;0;111;4.0;1
Méditerranée;0;;fr;1963-04-23;0;45;6.4;5
The Conquest of Mycenae;0;Drama | Adventure;fr;1963-04-22;0;102;3.5;2
Youth of the Beast;0;Drama | Action | Crime | Mystery | Foreign;ja;1963-04-21;0;92;6.3;23
The Castilian;0;Adventure | Drama;es;1963-04-13;0;128;0.0;0
Captain Sindbad;0;Family | Fantasy | Action | Adventure;en;1963-04-12;0;85;5.2;6
Marine Battleground;0;;ko;1963-04-11;0;110;5.0;1
Bye Bye Birdie;0;Drama | Comedy | Music;en;1963-04-04;0;112;5.8;36
The Ugly American;0;Thriller | Drama;en;1963-04-02;0;115;5.8;8
The Love Eterne;0;Music;zh;1963-04-02;0;122;7.0;2
The Sadist;0;Horror;en;1963-04-01;0;92;6.4;15
The Invincible Masked Rider;0;Adventure;it;1963-03-29;0;96;0.0;0
The Slime People;0;Horror | Science Fiction;en;1963-03-29;0;76;2.5;7
The Birds;2500000;Horror;en;1963-03-28;11403529;119;7.3;959
The Leopard;0;Drama;it;1963-03-28;0;185;7.8;133
Any Number Can Win;0;Romance | Crime | Drama;fr;1963-03-19;0;118;6.9;17
The Wrong Arm of the Law;0;Crime | Comedy;en;1963-03-17;0;94;6.9;8
New Tale of Zatôichi;0;Action | Drama;ja;1963-03-15;0;91;6.6;17
I Could Go on Singing;0;Drama | Music;en;1963-03-07;0;100;6.6;8
Diary of a Madman;0;Horror;en;1963-03-06;0;96;5.4;9
High and Low;0;Mystery | Drama | Thriller | Crime;ja;1963-03-01;0;142;8.2;123
Vice and Virtue;0;Drama | Comedy;fr;1963-03-01;0;108;5.9;4
The Strange Type;0;Comedy | Foreign;en;1963-02-28;0;90;8.0;1
Cantata;0;Drama;hu;1963-02-28;0;94;8.5;2
The Partisans;0;War;fi;1963-02-21;0;101;7.0;1
Ro.Go.Pa.G.;0;Comedy | Drama;it;1963-02-19;0;122;7.4;7
Gangsters and Philantropists;0;Action | Comedy | Crime;pl;1963-02-15;0;82;4.3;2
8½;0;Fantasy | Drama;it;1963-02-14;0;138;7.9;427
The Shortest Day;0;Comedy | History | Foreign | War;it;1963-02-14;0;91;5.5;3
A Child Is Waiting;0;Drama;en;1963-02-13;0;102;6.1;15
Winter Light;0;Drama;sv;1963-02-11;0;81;7.6;77
Detective Bureau 2-3 - Go to Hell, Bastards!;0;Action | Foreign;ja;1963-01-27;0;89;7.3;3
Le Petit Soldat;180000;Drama | War;fr;1963-01-25;0;88;7.3;24
Le Doulos;0;Drama | Action | Thriller | Crime;fr;1963-01-18;0;108;7.4;40
Son of Flubber;0;Comedy | Family | Romance;en;1963-01-16;0;100;6.7;16
This Sporting Life;0;Drama;en;1963-01-15;0;134;6.8;30
Catherine of Russia;0;Drama | History | Romance;it;1963-01-12;0;105;4.0;2
Colossus and the Headhunters;0;Action | Adventure | Romance;it;1963-01-10;0;81;1.5;2
Tie Pimeään;0;Thriller | Crime | Drama;en;1963-01-04;0;103;4.5;1
Showman;0;;en;1963-01-02;0;53;0.0;0
Fun in Acapulco;0;Comedy | Romance;en;1963-01-01;0;97;5.8;15
The Wheeler Dealers;0;Comedy | Romance;en;1963-01-01;0;107;6.4;6
Murder at the Gallop;0;Drama | Thriller | Crime | Mystery | Comedy;en;1963-01-01;0;81;6.3;23
The Cool World;0;Drama | Crime;en;1963-01-01;0;105;4.3;3
Ingmar Bergman Makes a Movie;0;Documentary;sv;1963-01-01;0;146;7.3;3
La rabbia;0;;it;1963-01-01;0;104;7.8;4
So Evil, So Young;0;Drama;en;1963-01-01;0;77;0.0;0
Walking the Streets of Moscow;0;Romance | Comedy;ru;1963-01-01;0;78;7.0;12
The Human Dutch;250000;Documentary;en;1963-01-01;0;90;6.3;3
The Skydivers;0;Drama;en;1963-01-01;0;75;1.0;3
Hedda Gabler;0;Drama;en;1962-12-28;0;75;7.0;3
Days of Wine and Roses;0;Drama | Romance;en;1962-12-26;0;117;7.5;39
To Kill a Mockingbird;2000000;Crime | Drama;en;1962-12-25;13129846;129;7.9;676
The Trial;0;Crime | Drama;en;1962-12-21;0;118;7.4;80
Les quatre vérités;0;;en;1962-12-21;0;110;4.0;1
The Man of Gold;0;Romance | Drama | History;hu;1962-12-13;0;107;7.8;2
Freud - The Secret Passion;0;Drama;en;1962-12-12;0;120;6.2;10
Five Miles to Midnight;0;Crime | Drama | Thriller;en;1962-12-12;0;110;6.5;1
Lawrence of Arabia;15000000;Adventure | Drama | History | War;en;1962-12-10;69995385;216;7.8;870
Gas Station Queen;0;Comedy;ru;1962-12-09;0;78;5.8;4
Varan the Unbelievable;0;Horror | Science Fiction;en;1962-12-07;0;70;4.3;6
Big and Little Wong Tin Bar;0;Drama | Action;cn;1962-12-05;0;106;6.2;3
Il Sorpasso;0;Drama | Comedy;it;1962-12-04;0;105;8.1;92
The Reluctant Saint;0;Drama;en;1962-12-03;0;105;0.0;0
Come Tomorrow...;0;Comedy | Romance;ru;1962-12-03;0;98;5.2;3
In Search of the Castaways;0;Action | Adventure | Drama | Family;en;1962-12-01;0;98;6.2;20
Ninja 1;0;Action | Foreign;ja;1962-12-01;0;104;6.5;8
Kid Galahad;0;Comedy | Drama | Music;en;1962-11-29;0;95;5.2;11
I Motorizzati;0;Comedy;it;1962-11-29;0;91;6.0;1
The Amorous Prawn;0;Comedy;en;1962-11-26;0;89;0.0;0
Two for the Seesaw;0;Romance;en;1962-11-24;0;119;4.0;6
Girls! Girls! Girls!;0;Comedy | Music | Romance;en;1962-11-21;0;106;5.6;13
Taras Bulba;0;Action | Adventure | Drama | Romance | War;en;1962-11-21;0;122;6.5;15
The L-Shaped Room;0;Drama;en;1962-11-20;0;126;7.2;6
An Autumn Afternoon;0;Drama;ja;1962-11-18;0;112;7.9;40
Sundays and Cybele;0;Drama;fr;1962-11-12;0;110;7.3;14
Billy Budd;0;Drama | Action;en;1962-11-12;0;119;7.8;13
The Suitor;0;Comedy | Drama;fr;1962-11-12;0;84;6.4;6
Mutiny on the Bounty;19000000;Adventure | Drama | History;en;1962-11-08;13680000;178;6.5;68
The Legend of Lobo;0;Family | Adventure;en;1962-11-07;0;67;0.0;0
47 Samurai;0;History | Drama | Action;ja;1962-11-03;0;207;7.1;20
Copacabana Palace;0;Crime | Comedy | Adventure | Drama;it;1962-11-03;0;90;5.3;2
How the West Was Won;15000000;History | Western | Adventure;en;1962-11-01;50000000;162;6.6;83
Gigot;0;Drama;en;1962-11-01;0;104;8.5;3
What Ever Happened to Baby Jane?;980000;Drama | Horror | Thriller;en;1962-10-31;0;135;7.9;210
Period of Adjustment;0;Drama | Comedy;en;1962-10-31;0;112;6.9;4
The Condemned of Altona;0;History | Drama;it;1962-10-30;0;114;9.0;1
Gay Purr-ee;0;Animation | Drama | Music | Romance | Family;en;1962-10-24;0;85;6.4;14
Mafioso;0;Drama | Action | Comedy | Crime | Foreign;en;1962-10-24;0;105;6.8;6
Requiem for a Heavyweight;0;Drama;en;1962-10-16;0;95;6.7;14
The Tale of Zatôichi Continues;0;Adventure | Action;ja;1962-10-12;0;72;7.3;20
Gladiators 7;0;Drama | Action | Adventure;it;1962-10-11;0;93;0.0;0
Santo vs. the Vampire Women;0;Action | Foreign;es;1962-10-11;0;89;3.2;6
If a Man Answers;0;Comedy | Romance;en;1962-10-10;0;102;5.4;7
The Chapman Report;0;Comedy | Drama | Romance;en;1962-10-05;0;125;6.3;3
Dr. No;950000;Adventure | Action | Thriller;en;1962-10-04;59600000;110;6.9;953
Zotz!;0;Comedy | Fantasy;en;1962-10-03;0;87;6.5;2
The Gentleman from Epsom;0;Comedy | Crime;fr;1962-10-03;0;82;5.8;6
The Quare Fellow;0;Drama;en;1962-10-02;0;85;6.8;3
Abhijan;0;Drama;bn;1962-09-27;0;150;8.0;5
Almost Angels;0;;en;1962-09-26;0;93;5.0;1
The Longest Day;10000000;Action | Drama | History | War;en;1962-09-25;50100000;178;7.3;237
Adieu Philippine;0;Drama;fr;1962-09-25;0;106;6.3;7
Fury of Achilles;0;War | Adventure | History | Drama | Romance;it;1962-09-23;0;118;6.7;3
The Fabulous Baron Munchausen;0;Adventure | Animation | Fantasy;cs;1962-09-21;0;83;6.0;8
Vivre Sa Vie;64000;Drama;fr;1962-09-20;24517;85;7.6;105
The Loneliness of the Long Distance Runner;0;Drama;en;1962-09-20;0;104;7.5;39
Harakiri;0;Action | Drama | History;ja;1962-09-15;0;135;8.2;136
I Thank a Fool;0;Drama;en;1962-09-14;0;100;6.0;1
Colossus of the Arena;0;Adventure | Action | Drama;it;1962-09-12;0;98;0.0;0
Hussar Ballad;0;Comedy;ru;1962-09-07;0;96;5.4;9
Sweet Bird of Youth;0;Drama | Romance;en;1962-08-31;0;120;5.4;21
Mamma Roma;0;Drama;it;1962-08-31;0;106;7.5;45
Two Colonels;0;Comedy;it;1962-08-31;0;104;7.4;11
Just Once More;0;Drama;sv;1962-08-27;0;80;0.0;0
The Lion;0;Drama;en;1962-08-19;0;96;0.0;0
Two Weeks in Another Town;0;Drama;en;1962-08-17;0;107;5.5;10
I due della legione;0;Comedy;it;1962-08-16;0;97;0.0;0
King Kong vs. Godzilla;0;Action | Adventure | Science Fiction;ja;1962-08-11;0;98;6.0;48
The Wonderful World of the Brothers Grimm;0;Fantasy | Family;en;1962-08-07;0;135;5.8;5
The 300 Spartans;0;Action | Drama | History;en;1962-08-01;0;114;6.1;36
The Pirates of Blood River;0;Action | Adventure | Drama;en;1962-07-31;0;87;5.7;3
Crazy Desire;0;Romance | Comedy | Drama;it;1962-07-31;0;110;6.3;2
Panic in Year Zero!;0;Drama | Science Fiction | Thriller;en;1962-07-05;0;93;5.8;31
Tales of Terror;0;Thriller | Comedy | Horror | Mystery;en;1962-07-04;0;89;6.3;35
The Three Stooges in Orbit;450000;Comedy | Science Fiction;en;1962-07-04;0;90;6.0;3
Birdman of Alcatraz;2650000;Drama;en;1962-07-03;3100000;147;7.0;71
The Creation of the Humanoids;0;Science Fiction;en;1962-07-03;0;75;5.6;9
Pitfall;0;Fantasy | Drama | Crime | Science Fiction | Foreign;ja;1962-07-01;0;97;7.1;21
Tiara Tahiti;0;Comedy | Drama;en;1962-07-01;0;100;6.0;2
Black Test Car;0;Drama | Action | Thriller | Foreign;ja;1962-06-30;0;95;4.0;2
Ride the High Country;813000;Action | Western;en;1962-06-20;0;94;7.1;40
Confessions of an Opium Eater;0;Drama;en;1962-06-20;0;85;6.5;6
Hatari!;0;Action | Adventure | Comedy;en;1962-06-19;0;157;6.2;50
Mr. Hobbs Takes a Vacation;2000000;Family | Comedy;en;1962-06-15;0;116;6.0;22
That Touch of Mink;0;Comedy | Romance;en;1962-06-14;0;99;6.2;38
My Geisha;0;Comedy | Romance;en;1962-06-13;0;119;6.3;4
Eegah;15000;Horror;en;1962-06-08;3274;90;2.8;18
A Man for Burning;0;;it;1962-06-06;0;92;6.0;2
Businessmen;0;Comedy | Drama | Adventure;ru;1962-06-06;0;84;6.9;7
Lad - A Dog;0;Drama;en;1962-06-02;0;98;8.0;1
Four Winds of Heaven;0;Drama | War;ru;1962-06-01;0;106;5.0;2
The Parallel Street;0;Drama;de;1962-06-01;0;83;8.5;2
The Trial of Joan of Arc;0;Drama | History;fr;1962-05-30;0;65;6.8;23
The Cabinet of Caligari;0;Horror | Thriller;en;1962-05-25;0;106;5.6;9
Lonely Are the Brave;0;Drama | Western;en;1962-05-24;0;107;7.5;25
The Inspector;0;Drama | Romance;en;1962-05-24;0;112;6.5;1
The Elusive Corporal;0;Comedy | Drama | War;en;1962-05-23;0;90;5.9;6
Kozara;0;War;bs;1962-05-15;0;124;5.1;4
The Awful Dr. Orlof;0;Horror | Thriller;es;1962-05-14;0;90;6.1;9
Kanchenjungha;0;Drama;bn;1962-05-11;0;102;7.5;4
A Monkey in Winter;0;Drama | Comedy;fr;1962-05-11;0;105;6.9;21
Wild Gals of the Naked West;0;Comedy | Western;en;1962-05-09;0;65;3.3;6
Νόμος 4000;0;Drama;el;1962-05-05;0;96;9.0;1
Getting Away with It the Italian Way;0;Comedy;it;1962-05-04;0;100;0.0;0
Sign of the Lion;0;Drama;fr;1962-05-03;0;103;7.1;7
Invasion of the Star Creatures;0;Science Fiction | Comedy;en;1962-05-03;0;70;4.0;3
The Third Lover;0;Drama;fr;1962-05-02;0;80;7.2;6
The Exterminating Angel;0;Comedy | Drama | Fantasy;es;1962-05-01;0;95;7.8;118
Night of the Eagle;0;Drama | Horror;en;1962-04-25;0;90;6.7;21
The Man Who Shot Liberty Valance;3200000;Western;en;1962-04-22;8000000;123;7.4;272
The Stars Will Tell, Inspector Palmu;0;Comedy | Crime;fi;1962-04-21;0;95;7.3;3
The Tale of Zatôichi;0;Adventure | Action | Drama;ja;1962-04-18;0;96;7.2;36
The Counterfeit Traitor;0;War | Thriller | Drama;en;1962-04-17;0;140;5.2;10
The Given Word;0;Drama;pt;1962-04-17;0;98;7.2;9
The Seventh Juror;0;Crime | Drama;fr;1962-04-16;0;90;6.6;12
H.M.S. Defiant;0;History | Drama | Action | Adventure;en;1962-04-15;0;101;6.6;12
Safe at Home!;0;Drama | Comedy;en;1962-04-13;0;84;4.5;2
Experiment in Terror;0;Crime | Thriller;en;1962-04-12;0;123;6.5;26
A Kind of Loving;0;Drama | Romance;en;1962-04-12;0;113;7.9;12
